002271 东方雨虹 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
03172010,84.35,87.35,83.15,87.19,1503643,85586448.000
03182010,86.15,86.90,85.63,85.97,1088119,62177292.000
03192010,85.73,87.20,84.80,86.63,1121693,64152060.000
03222010,86.30,93.35,85.91,92.08,3216095,193479952.000
03232010,91.09,92.57,89.84,91.85,1867361,113291368.000
03242010,91.85,97.34,90.67,94.63,4147506,262279312.000
03252010,94.55,97.79,93.20,95.83,3346522,213951344.000
03262010,94.30,95.68,92.21,94.21,1827039,113867528.000
03292010,94.12,94.82,90.80,92.63,2050034,125744576.000
03302010,91.88,97.78,91.85,97.78,2649292,168575104.000
03312010,96.77,100.66,96.65,99.95,2949819,193007536.000
04012010,100.01,101.51,98.30,98.83,2353481,156212944.000
04022010,98.66,100.19,96.97,99.17,1508347,98694152.000
04062010,99.92,104.30,99.05,103.85,2269164,154717216.000
04072010,103.88,107.60,102.52,107.60,2325883,162133040.000
04082010,106.70,107.59,102.94,103.39,2234699,156353104.000
04092010,102.43,112.03,102.43,111.35,2541803,182071456.000
04122010,110.87,114.08,109.85,113.57,2910207,216003280.000
04132010,112.85,112.99,102.25,105.35,3227386,228421104.000
04142010,104.60,110.30,103.25,107.26,1464820,104640000.000
04152010,107.42,107.60,97.85,103.60,2544220,173714144.000
04162010,103.70,110.21,98.51,105.65,5424288,191993264.000
04192010,102.80,107.15,99.29,100.58,4707469,158647232.000
04202010,99.68,101.90,94.10,99.80,3201336,102443520.000
04212010,99.20,104.48,97.97,103.37,3736878,126056624.000
04222010,103.43,107.21,100.64,104.30,4020598,139140336.000
04232010,103.40,107.30,102.86,107.21,4531833,159357536.000
04262010,107.30,117.86,107.30,117.86,11543154,441257280.000
04272010,117.95,118.40,111.20,112.55,7974245,299514048.000
04282010,101.39,105.20,101.39,101.39,9458489,319551680.000
04292010,94.70,99.38,91.34,91.34,7345606,226345968.000
04302010,86.90,87.32,82.28,82.40,7439078,205533712.000
05042010,82.43,90.20,82.43,87.02,6252764,179282592.000
05052010,86.15,89.30,82.19,88.34,5587436,158019728.000
05062010,87.20,89.30,84.83,85.40,3673087,105779912.000
05072010,82.40,85.55,81.80,82.85,2469314,68049224.000
05102010,83.06,85.22,77.45,78.80,3229442,86018504.000
05112010,80.15,81.65,71.30,73.25,4990531,124150056.000
05122010,72.23,75.38,67.46,74.60,4659285,109641000.000
05132010,74.00,75.86,71.12,75.50,3249648,79441880.000
05142010,74.60,78.68,73.70,76.43,3831738,96530312.000
05172010,75.20,75.20,69.92,70.13,2774720,66540036.000
05182010,69.23,71.30,65.30,70.04,3425557,77766664.000
05192010,68.90,76.64,68.30,74.96,4876371,117639256.000
05202010,74.57,81.23,73.40,77.75,6761179,174388944.000
05212010,75.80,84.86,73.85,82.97,5979727,157528992.000
05242010,83.90,87.50,83.27,84.95,5639291,159588608.000
05252010,84.80,85.43,81.95,82.52,3706587,101727752.000
05262010,82.16,83.60,81.20,81.62,2092217,56726108.000
05272010,81.59,83.21,79.34,82.46,2595613,70005728.000
05282010,83.45,88.07,83.45,85.85,5196701,148328720.000
06032010,87.08,91.07,83.00,83.15,4614234,133605880.000
06042010,82.04,85.91,80.39,84.98,3044134,84361000.000
06072010,81.80,87.50,81.50,86.90,4029060,114648024.000
06082010,85.10,88.25,85.10,87.44,2924746,83737816.000
06092010,88.40,89.15,86.33,87.53,3317270,95757208.000
06102010,87.20,91.55,87.05,89.84,5265169,156348064.000
06112010,90.26,90.80,87.80,88.94,3893095,114010152.000
06172010,87.80,88.37,82.52,82.52,4466387,124925368.000
06212010,78.53,82.76,74.60,82.64,3492040,90464368.000
06222010,82.70,84.20,80.06,80.72,2527599,68633488.000
